Memory Length,4000,
Trigger Level,-1.20000e+02,
Source,CH2,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,1.00000e+00,
Vertical Position,0.00000e+00,
Horizontal Units,S,
Horizontal Scale,1.00000e-03,
Horizontal Position,0.0000000e+00,
Horizontal Mode,Main,
Sampling Period,4.00000e-06,
Firmware,V1.14,
Time, ,
Mode,Fast,
Waveform Data,
2,
2,
2,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
0,
0,
1,
1,
2,
2,
1,
1,
2,
2,
1,
1,
1,
1,
0,
0,
3,
3,
0,
0,
1,
1,
2,
2,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
-2,
-2,
3,
3,
-1,
-1,
3,
3,
0,
0,
3,
3,
2,
2,
1,
1,
-1,
-1,
3,
3,
1,
1,
0,
0,
2,
2,
0,
0,
4,
4,
-1,
-1,
3,
3,
-1,
-1,
2,
2,
1,
1,
3,
3,
-1,
-1,
2,
2,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
-2,
-2,
4,
4,
-1,
-1,
2,
2,
0,
0,
-1,
-1,
3,
3,
1,
1,
2,
2,
0,
0,
3,
3,
-1,
-1,
2,
2,
0,
0,
2,
2,
1,
1,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
1,
1,
3,
3,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
2,
2,
1,
1,
1,
1,
2,
2,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
-1,
-1,
2,
2,
0,
0,
2,
2,
1,
1,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
-1,
-1,
3,
3,
-2,
-2,
4,
4,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
3,
3,
-1,
-1,
3,
3,
-3,
-3,
3,
3,
-1,
-1,
4,
4,
0,
0,
2,
2,
0,
0,
-2,
-2,
4,
4,
-1,
-1,
3,
3,
-1,
-1,
4,
4,
0,
0,
2,
2,
0,
0,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
2,
2,
-1,
-1,
3,
3,
0,
0,
3,
3,
0,
0,
1,
1,
2,
2,
0,
0,
2,
2,
1,
1,
3,
3,
0,
0,
2,
2,
0,
0,
1,
1,
0,
0,
2,
2,
2,
2,
1,
1,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
1,
1,
3,
3,
1,
1,
1,
1,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
4,
4,
-1,
-1,
2,
2,
0,
0,
2,
2,
2,
2,
0,
0,
4,
4,
-1,
-1,
4,
4,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
1,
1,
2,
2,
-1,
-1,
3,
3,
-1,
-1,
2,
2,
-2,
-2,
3,
3,
-1,
-1,
3,
3,
1,
1,
2,
2,
2,
2,
0,
0,
3,
3,
-1,
-1,
2,
2,
-1,
-1,
3,
3,
1,
1,
2,
2,
0,
0,
2,
2,
0,
0,
1,
1,
1,
1,
1,
1,
0,
0,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
3,
3,
1,
1,
3,
3,
-1,
-1,
4,
4,
0,
0,
3,
3,
-1,
-1,
2,
2,
-1,
-1,
2,
2,
2,
2,
-1,
-1,
2,
2,
-1,
-1,
2,
2,
0,
0,
4,
4,
-2,
-2,
2,
2,
-1,
-1,
2,
2,
3,
3,
0,
0,
0,
0,
0,
0,
4,
4,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
1,
1,
1,
1,
1,
1,
2,
2,
0,
0,
1,
1,
0,
0,
2,
2,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
1,
1,
1,
1,
1,
1,
2,
2,
1,
1,
0,
0,
3,
3,
-1,
-1,
3,
3,
-1,
-1,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
-1,
-1,
1,
1,
3,
3,
0,
0,
4,
4,
0,
0,
2,
2,
-1,
-1,
3,
3,
-1,
-1,
2,
2,
1,
1,
0,
0,
1,
1,
1,
1,
3,
3,
-1,
-1,
2,
2,
0,
0,
2,
2,
2,
2,
1,
1,
1,
1,
2,
2,
2,
2,
1,
1,
2,
2,
2,
2,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
-1,
-1,
3,
3,
0,
0,
-1,
-1,
3,
3,
-1,
-1,
4,
4,
0,
0,
3,
3,
-1,
-1,
3,
3,
-1,
-1,
2,
2,
-1,
-1,
2,
2,
0,
0,
0,
0,
2,
2,
1,
1,
3,
3,
0,
0,
3,
3,
0,
0,
1,
1,
1,
1,
1,
1,
2,
2,
1,
1,
3,
3,
-1,
-1,
3,
3,
0,
0,
2,
2,
1,
1,
1,
1,
2,
2,
3,
3,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
2,
2,
2,
2,
0,
0,
1,
1,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
0,
0,
2,
2,
1,
1,
0,
0,
4,
4,
-1,
-1,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
2,
2,
2,
2,
3,
3,
-2,
-2,
3,
3,
0,
0,
3,
3,
-1,
-1,
3,
3,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
1,
1,
0,
0,
2,
2,
2,
2,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
4,
4,
0,
0,
3,
3,
-1,
-1,
1,
1,
1,
1,
2,
2,
2,
2,
0,
0,
2,
2,
-1,
-1,
4,
4,
0,
0,
2,
2,
-1,
-1,
3,
3,
0,
0,
1,
1,
2,
2,
0,
0,
2,
2,
-1,
-1,
3,
3,
0,
0,
2,
2,
0,
0,
2,
2,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
2,
2,
1,
1,
2,
2,
1,
1,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
-1,
-1,
1,
1,
0,
0,
1,
1,
3,
3,
1,
1,
4,
4,
-1,
-1,
3,
3,
0,
0,
3,
3,
-1,
-1,
3,
3,
2,
2,
2,
2,
4,
4,
0,
0,
4,
4,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
1,
1,
1,
1,
2,
2,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
-1,
-1,
2,
2,
0,
0,
3,
3,
1,
1,
3,
3,
0,
0,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
0,
0,
3,
3,
2,
2,
1,
1,
1,
1,
0,
0,
4,
4,
-1,
-1,
3,
3,
0,
0,
3,
3,
1,
1,
2,
2,
2,
2,
3,
3,
2,
2,
1,
1,
1,
1,
0,
0,
3,
3,
-1,
-1,
3,
3,
0,
0,
3,
3,
1,
1,
3,
3,
0,
0,
3,
3,
1,
1,
0,
0,
2,
2,
0,
0,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
-1,
-1,
3,
3,
0,
0,
1,
1,
0,
0,
3,
3,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
1,
1,
2,
2,
1,
1,
1,
1,
3,
3,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
0,
0,
1,
1,
2,
2,
1,
1,
0,
0,
2,
2,
2,
2,
3,
3,
1,
1,
1,
1,
0,
0,
1,
1,
0,
0,
1,
1,
0,
0,
2,
2,
3,
3,
1,
1,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
1,
1,
1,
1,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
4,
4,
0,
0,
2,
2,
1,
1,
0,
0,
2,
2,
1,
1,
3,
3,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
2,
2,
0,
0,
1,
1,
0,
0,
2,
2,
2,
2,
3,
3,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
1,
1,
0,
0,
1,
1,
2,
2,
-1,
-1,
2,
2,
2,
2,
1,
1,
1,
1,
0,
0,
2,
2,
1,
1,
2,
2,
1,
1,
2,
2,
2,
2,
2,
2,
1,
1,
1,
1,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
3,
3,
1,
1,
3,
3,
1,
1,
2,
2,
0,
0,
3,
3,
1,
1,
2,
2,
2,
2,
2,
2,
2,
2,
1,
1,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
2,
2,
0,
0,
1,
1,
1,
1,
2,
2,
2,
2,
1,
1,
1,
1,
2,
2,
2,
2,
2,
2,
1,
1,
1,
1,
0,
0,
1,
1,
1,
1,
2,
2,
0,
0,
1,
1,
2,
2,
3,
3,
1,
1,
1,
1,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
2,
2,
2,
2,
2,
2,
2,
2,
3,
3,
0,
0,
4,
4,
0,
0,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
2,
2,
1,
1,
2,
2,
2,
2,
1,
1,
2,
2,
0,
0,
0,
0,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
1,
1,
0,
0,
3,
3,
1,
1,
1,
1,
-1,
-1,
3,
3,
0,
0,
3,
3,
1,
1,
2,
2,
-1,
-1,
3,
3,
2,
2,
1,
1,
3,
3,
0,
0,
3,
3,
0,
0,
4,
4,
-1,
-1,
3,
3,
-1,
-1,
4,
4,
1,
1,
3,
3,
3,
3,
0,
0,
2,
2,
1,
1,
3,
3,
0,
0,
3,
3,
-1,
-1,
4,
4,
0,
0,
2,
2,
0,
0,
0,
0,
3,
3,
2,
2,
3,
3,
0,
0,
4,
4,
-1,
-1,
4,
4,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
0,
0,
2,
2,
-1,
-1,
4,
4,
2,
2,
3,
3,
-1,
-1,
4,
4,
0,
0,
3,
3,
0,
0,
2,
2,
3,
3,
0,
0,
4,
4,
-1,
-1,
3,
3,
-1,
-1,
4,
4,
0,
0,
2,
2,
0,
0,
2,
2,
2,
2,
4,
4,
0,
0,
3,
3,
2,
2,
0,
0,
4,
4,
-1,
-1,
3,
3,
-1,
-1,
3,
3,
0,
0,
3,
3,
-1,
-1,
2,
2,
2,
2,
0,
0,
3,
3,
-1,
-1,
4,
4,
-2,
-2,
4,
4,
1,
1,
2,
2,
1,
1,
3,
3,
2,
2,
1,
1,
2,
2,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
4,
4,
0,
0,
2,
2,
2,
2,
0,
0,
2,
2,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
1,
1,
3,
3,
1,
1,
2,
2,
1,
1,
2,
2,
1,
1,
2,
2,
2,
2,
0,
0,
2,
2,
1,
1,
2,
2,
2,
2,
1,
1,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
2,
2,
0,
0,
2,
2,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
2,
2,
1,
1,
2,
2,
1,
1,
2,
2,
2,
2,
2,
2,
0,
0,
2,
2,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
1,
1,
1,
1,
3,
3,
1,
1,
1,
1,
0,
0,
0,
0,
3,
3,
-1,
-1,
4,
4,
0,
0,
3,
3,
3,
3,
2,
2,
3,
3,
-1,
-1,
2,
2,
0,
0,
4,
4,
-1,
-1,
4,
4,
0,
0,
4,
4,
-1,
-1,
2,
2,
1,
1,
2,
2,
4,
4,
2,
2,
3,
3,
-1,
-1,
3,
3,
0,
0,
2,
2,
-2,
-2,
3,
3,
0,
0,
3,
3,
2,
2,
1,
1,
1,
1,
2,
2,
3,
3,
0,
0,
3,
3,
0,
0,
4,
4,
0,
0,
3,
3,
0,
0,
3,
3,
1,
1,
2,
2,
1,
1,
3,
3,
1,
1,
2,
2,
2,
2,
2,
2,
2,
2,
1,
1,
2,
2,
1,
1,
1,
1,
1,
1,
2,
2,
3,
3,
1,
1,
3,
3,
0,
0,
3,
3,
2,
2,
3,
3,
0,
0,
2,
2,
2,
2,
1,
1,
2,
2,
2,
2,
2,
2,
2,
2,
4,
4,
-1,
-1,
3,
3,
-1,
-1,
3,
3,
1,
1,
2,
2,
-1,
-1,
3,
3,
3,
3,
0,
0,
4,
4,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
-1,
-1,
4,
4,
0,
0,
0,
0,
2,
2,
2,
2,
2,
2,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
1,
1,
3,
3,
0,
0,
0,
0,
2,
2,
1,
1,
1,
1,
1,
1,
3,
3,
1,
1,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
3,
3,
0,
0,
2,
2,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
2,
2,
3,
3,
3,
3,
0,
0,
1,
1,
-1,
-1,
4,
4,
0,
0,
2,
2,
0,
0,
4,
4,
0,
0,
3,
3,
0,
0,
2,
2,
2,
2,
2,
2,
2,
2,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
2,
2,
2,
2,
2,
2,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
1,
1,
3,
3,
2,
2,
1,
1,
3,
3,
0,
0,
3,
3,
-1,
-1,
2,
2,
1,
1,
3,
3,
0,
0,
2,
2,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
2,
2,
4,
4,
0,
0,
3,
3,
-1,
-1,
4,
4,
0,
0,
2,
2,
-1,
-1,
3,
3,
-1,
-1,
2,
2,
0,
0,
0,
0,
3,
3,
0,
0,
3,
3,
-1,
-1,
4,
4,
0,
0,
4,
4,
0,
0,
2,
2,
1,
1,
0,
0,
2,
2,
-1,
-1,
1,
1,
3,
3,
3,
3,
1,
1,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
2,
2,
1,
1,
1,
1,
0,
0,
2,
2,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
1,
1,
2,
2,
0,
0,
2,
2,
1,
1,
3,
3,
1,
1,
2,
2,
0,
0,
2,
2,
-1,
-1,
3,
3,
1,
1,
2,
2,
3,
3,
2,
2,
1,
1,
1,
1,
3,
3,
2,
2,
4,
4,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
1,
1,
1,
1,
0,
0,
3,
3,
1,
1,
2,
2,
2,
2,
3,
3,
1,
1,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
2,
2,
1,
1,
3,
3,
1,
1,
3,
3,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
3,
3,
2,
2,
2,
2,
2,
2,
3,
3,
2,
2,
3,
3,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
2,
2,
1,
1,
2,
2,
1,
1,
3,
3,
2,
2,
1,
1,
4,
4,
0,
0,
2,
2,
-1,
-1,
3,
3,
-1,
-1,
4,
4,
2,
2,
2,
2,
1,
1,
3,
3,
0,
0,
2,
2,
0,
0,
-1,
-1,
4,
4,
2,
2,
3,
3,
0,
0,
2,
2,
-1,
-1,
4,
4,
-1,
-1,
2,
2,
2,
2,
1,
1,
0,
0,
0,
0,
2,
2,
0,
0,
4,
4,
0,
0,
4,
4,
0,
0,
4,
4,
0,
0,
2,
2,
0,
0,
2,
2,
2,
2,
3,
3,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
4,
4,
0,
0,
2,
2,
0,
0,
3,
3,
1,
1,
3,
3,
0,
0,
2,
2,
2,
2,
-1,
-1,
3,
3,
0,
0,
3,
3,
2,
2,
2,
2,
0,
0,
2,
2,
2,
2,
2,
2,
2,
2,
0,
0,
2,
2,
2,
2,
3,
3,
0,
0,
2,
2,
2,
2,
0,
0,
2,
2,
2,
2,
3,
3,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
2,
2,
2,
2,
2,
2,
2,
2,
1,
1,
3,
3,
2,
2,
0,
0,
3,
3,
-1,
-1,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
1,
1,
2,
2,
2,
2,
1,
1,
3,
3,
1,
1,
4,
4,
-1,
-1,
3,
3,
-1,
-1,
4,
4,
-1,
-1,
2,
2,
2,
2,
2,
2,
3,
3,
1,
1,
4,
4,
-1,
-1,
4,
4,
-1,
-1,
4,
4,
-1,
-1,
4,
4,
-1,
-1,
4,
4,
-1,
-1,
3,
3,
0,
0,
4,
4,
2,
2,
3,
3,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
-1,
-1,
4,
4,
0,
0,
3,
3,
0,
0,
0,
0,
2,
2,
1,
1,
2,
2,
1,
1,
4,
4,
0,
0,
4,
4,
0,
0,
3,
3,
0,
0,
3,
3,
2,
2,
2,
2,
0,
0,
0,
0,
2,
2,
1,
1,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
2,
2,
1,
1,
2,
2,
2,
2,
1,
1,
1,
1,
3,
3,
0,
0,
2,
2,
1,
1,
3,
3,
2,
2,
3,
3,
1,
1,
2,
2,
3,
3,
0,
0,
2,
2,
1,
1,
2,
2,
1,
1,
1,
1,
2,
2,
2,
2,
1,
1,
2,
2,
1,
1,
2,
2,
2,
2,
3,
3,
2,
2,
1,
1,
3,
3,
1,
1,
2,
2,
2,
2,
1,
1,
1,
1,
2,
2,
2,
2,
-1,
-1,
4,
4,
0,
0,
4,
4,
-1,
-1,
4,
4,
0,
0,
4,
4,
-1,
-1,
4,
4,
0,
0,
3,
3,
3,
3,
3,
3,
3,
3,
2,
2,
1,
1,
2,
2,
3,
3,
1,
1,
2,
2,
3,
3,
2,
2,
2,
2,
2,
2,
3,
3,
-1,
-1,
3,
3,
0,
0,
3,
3,
0,
0,
4,
4,
-1,
-1,
4,
4,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
2,
2,
3,
3,
2,
2,
1,
1,
3,
3,
0,
0,
2,
2,
0,
0,
1,
1,
2,
2,
2,
2,
2,
2,
0,
0,
3,
3,
-1,
-1,
3,
3,
-1,
-1,
4,
4,
-1,
-1,
4,
4,
-1,
-1,
4,
4,
1,
1,
3,
3,
0,
0,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
4,
4,
1,
1,
2,
2,
2,
2,
1,
1,
2,
2,
0,
0,
3,
3,
-1,
-1,
3,
3,
0,
0,
2,
2,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
1,
1,
4,
4,
2,
2,
2,
2,
0,
0,
4,
4,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
1,
1,
2,
2,
2,
2,
1,
1,
0,
0,
2,
2,
0,
0,
3,
3,
2,
2,
2,
2,
-1,
-1,
2,
2,
-1,
-1,
3,
3,
2,
2,
2,
2,
1,
1,
0,
0,
3,
3,
1,
1,
3,
3,
0,
0,
4,
4,
0,
0,
4,
4,
0,
0,
3,
3,
2,
2,
2,
2,
2,
2,
2,
2,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
1,
1,
1,
1,
1,
1,
2,
2,
3,
3,
0,
0,
3,
3,
-1,
-1,
3,
3,
0,
0,
4,
4,
-1,
-1,
4,
4,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
2,
2,
2,
2,
2,
2,
0,
0,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
-1,
-1,
3,
3,
0,
0,
3,
3,
-1,
-1,
3,
3,
-1,
-1,
3,
3,
0,
0,
2,
2,
0,
0,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
2,
2,
2,
2,
0,
0,
2,
2,
1,
1,
1,
1,
3,
3,
0,
0,
3,
3,
2,
2,
2,
2,
2,
2,
0,
0,
1,
1,
2,
2,
4,
4,
1,
1,
3,
3,
2,
2,
3,
3,
-1,
-1,
3,
3,
-1,
-1,
3,
3,
0,
0,
2,
2,
2,
2,
2,
2,
2,
2,
3,
3,
2,
2,
3,
3,
4,
4,
0,
0,
1,
1,
2,
2,
2,
2,
1,
1,
2,
2,
2,
2,
1,
1,
2,
2,
2,
2,
3,
3,
0,
0,
4,
4,
-1,
-1,
3,
3,
-1,
-1,
3,
3,
0,
0,
3,
3,
-1,
-1,
3,
3,
1,
1,
1,
1,
2,
2,
0,
0,
3,
3,
0,
0,
2,
2,
0,
0,
2,
2,
1,
1,
2,
2,
1,
1,
1,
1,
2,
2,
0,
0,
4,
4,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
2,
2,
0,
0,
2,
2,
0,
0,
1,
1,
1,
1,
3,
3,
0,
0,
4,
4,
0,
0,
4,
4,
-1,
-1,
4,
4,
0,
0,
3,
3,
0,
0,
3,
3,
1,
1,
2,
2,
1,
1,
1,
1,
2,
2,
2,
2,
2,
2,
1,
1,
2,
2,
0,
0,
3,
3,
1,
1,
1,
1,
1,
1,
-1,
-1,
3,
3,
-1,
-1,
3,
3,
-1,
-1,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
2,
2,
2,
2,
2,
2,
0,
0,
4,
4,
-1,
-1,
2,
2,
-1,
-1,
4,
4,
-1,
-1,
4,
4,
0,
0,
4,
4,
1,
1,
2,
2,
3,
3,
1,
1,
2,
2,
1,
1,
1,
1,
2,
2,
2,
2,
1,
1,
0,
0,
2,
2,
1,
1,
3,
3,
2,
2,
4,
4,
0,
0,
3,
3,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
0,
0,
1,
1,
1,
1,
2,
2,
0,
0,
1,
1,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
1,
1,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
1,
1,
3,
3,
0,
0,
2,
2,
2,
2,
0,
0,
3,
3,
0,
0,
4,
4,
-1,
-1,
5,
5,
-1,
-1,
3,
3,
0,
0,
1,
1,
-1,
-1,
2,
2,
0,
0,
1,
1,
1,
1,
0,
0,
2,
2,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
2,
2,
1,
1,
2,
2,
1,
1,
1,
1,
0,
0,
1,
1,
1,
1,
1,
1,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
2,
2,
1,
1,
1,
1,
1,
1,
2,
2,
-1,
-1,
3,
3,
-1,
-1,
3,
3,
-1,
-1,
3,
3,
0,
0,
2,
2,
0,
0,
2,
2,
1,
1,
-1,
-1,
3,
3,
0,
0,
2,
2,
0,
0,
3,
3,
0,
0,
3,
3,
0,
0,
2,
2,
2,
2,
1,
1,
2,
2,
0,
0,
2,
2,
2,
2,
3,
3,
1,
1,
2,
2,
2,
2,
0,
0,
2,
2,
0,
0,
2,
2,
2,
2,
3,
3,
-1,
-1,
3,
3,
1,
1,
2,
2,
1,
1,
2,
2,
1,
1,
3,
3,
-1,
-1,
0,
0,
2,
2,
0,
0,
0,
0,
1,
1,
3,
3,
-1,
-1,
3,
3,
-1,
-1,
3,
3,
-1,
-1,
3,
3,
-1,
-1,
4,
4,
0,
0,
3,
3,
0,
0,
1,
1,
1,
1,
0,
0,
3,
3,
0,
0,
3,
3,
-1,
-1,
2,
2,
0,
0,
1,
1,
1,
1,
0,
0,
2,
2,
-1,
-1,
2,
2,
-1,
-1,
3,
3,
-1,
-1,
2,
2,
-1,
-1,
2,
2,
2,
2,
1,
1,
3,
3,
-1,
-1,
3,
3,
0,
0,
4,
4,
0,
0,
2,
2,
0,
0,
1,
1,
0,
0,
0,
0,
1,
1,
1,
1,
3,
3,
2,
2,
0,
0,
2,
2,
1,
1,
2,
2,
2,
2,
1,
1,
2,
2,
2,
2,
3,
3,
1,
1,
2,
2,
0,
0,
2,
2,
1,
1,
1,
1,
1,
1,
0,
0,
2,
2,
0,
